PING api.etherdelta.com (104.20.111.62) 56(84) bytes of data.
64 bytes from 104.20.111.62: icmp_seq=755 ttl=55 time=67.7 ms
64 bytes from 104.20.111.62: icmp_seq=756 ttl=55 time=65.0 ms
64 bytes from 104.20.111.62: icmp_seq=758 ttl=55 time=94.1 ms
64 bytes from 104.20.111.62: icmp_seq=759 ttl=55 time=100 ms
64 bytes from 104.20.111.62: icmp_seq=760 ttl=55 time=76.0 ms
64 bytes from 104.20.111.62: icmp_seq=761 ttl=55 time=159 ms
64 bytes from 104.20.111.62: icmp_seq=762 ttl=55 time=116 ms
64 bytes from 104.20.111.62: icmp_seq=763 ttl=55 time=99.9 ms
64 bytes from 104.20.111.62: icmp_seq=764 ttl=55 time=92.7 ms
64 bytes from 104.20.111.62: icmp_seq=765 ttl=55 time=82.8 ms
64 bytes from 104.20.111.62: icmp_seq=766 ttl=55 time=106 ms
64 bytes from 104.20.111.62: icmp_seq=767 ttl=55 time=116 ms
64 bytes from 104.20.111.62: icmp_seq=768 ttl=55 time=105 ms
64 bytes from 104.20.111.62: icmp_seq=769 ttl=55 time=96.2 ms
64 bytes from 104.20.111.62: icmp_seq=770 ttl=55 time=90.4 ms
64 bytes from 104.20.111.62: icmp_seq=771 ttl=55 time=207 ms
64 bytes from 104.20.111.62: icmp_seq=773 ttl=55 time=118 ms
64 bytes from 104.20.111.62: icmp_seq=774 ttl=55 time=94.6 ms
64 bytes from 104.20.111.62: icmp_seq=775 ttl=55 time=103 ms
64 bytes from 104.20.111.62: icmp_seq=776 ttl=55 time=97.5 ms
64 bytes from 104.20.111.62: icmp_seq=777 ttl=55 time=93.6 ms
64 bytes from 104.20.111.62: icmp_seq=779 ttl=55 time=107 ms
64 bytes from 104.20.111.62: icmp_seq=780 ttl=55 time=165 ms
64 bytes from 104.20.111.62: icmp_seq=781 ttl=55 time=102 ms
64 bytes from 104.20.111.62: icmp_seq=782 ttl=55 time=113 ms
64 bytes from 104.20.111.62: icmp_seq=783 ttl=55 time=87.5 ms
64 bytes from 104.20.111.62: icmp_seq=785 ttl=55 time=78.0 ms
64 bytes from 104.20.111.62: icmp_seq=786 ttl=55 time=95.7 ms
64 bytes from 104.20.111.62: icmp_seq=787 ttl=55 time=113 ms
64 bytes from 104.20.111.62: icmp_seq=788 ttl=55 time=75.5 ms
64 bytes from 104.20.111.62: icmp_seq=789 ttl=55 time=97.5 ms
64 bytes from 104.20.111.62: icmp_seq=790 ttl=55 time=102 ms
64 bytes from 104.20.111.62: icmp_seq=791 ttl=55 time=99.5 ms
64 bytes from 104.20.111.62: icmp_seq=792 ttl=55 time=171 ms
64 bytes from 104.20.111.62: icmp_seq=793 ttl=55 time=95.3 ms
64 bytes from 104.20.111.62: icmp_seq=794 ttl=55 time=96.0 ms
64 bytes from 104.20.111.62: icmp_seq=795 ttl=55 time=145 ms
64 bytes from 104.20.111.62: icmp_seq=796 ttl=55 time=227 ms
64 bytes from 104.20.111.62: icmp_seq=797 ttl=55 time=144 ms
64 bytes from 104.20.111.62: icmp_seq=798 ttl=55 time=154 ms
64 bytes from 104.20.111.62: icmp_seq=799 ttl=55 time=177 ms
64 bytes from 104.20.111.62: icmp_seq=800 ttl=55 time=217 ms
64 bytes from 104.20.111.62: icmp_seq=801 ttl=55 time=101 ms
64 bytes from 104.20.111.62: icmp_seq=803 ttl=55 time=164 ms
64 bytes from 104.20.111.62: icmp_seq=804 ttl=55 time=146 ms
64 bytes from 104.20.111.62: icmp_seq=805 ttl=55 time=149 ms
64 bytes from 104.20.111.62: icmp_seq=806 ttl=55 time=183 ms
64 bytes from 104.20.111.62: icmp_seq=807 ttl=55 time=329 ms
64 bytes from 104.20.111.62: icmp_seq=808 ttl=55 time=194 ms
64 bytes from 104.20.111.62: icmp_seq=809 ttl=55 time=177 ms
64 bytes from 104.20.111.62: icmp_seq=810 ttl=55 time=321 ms
64 bytes from 104.20.111.62: icmp_seq=811 ttl=55 time=515 ms
64 bytes from 104.20.111.62: icmp_seq=812 ttl=55 time=243 ms
64 bytes from 104.20.111.62: icmp_seq=813 ttl=55 time=202 ms
64 bytes from 104.20.111.62: icmp_seq=814 ttl=55 time=364 ms
64 bytes from 104.20.111.62: icmp_seq=815 ttl=55 time=255 ms
64 bytes from 104.20.111.62: icmp_seq=816 ttl=55 time=226 ms
64 bytes from 104.20.111.62: icmp_seq=817 ttl=55 time=105 ms
64 bytes from 104.20.111.62: icmp_seq=818 ttl=55 time=208 ms
64 bytes from 104.20.111.62: icmp_seq=819 ttl=55 time=308 ms
64 bytes from 104.20.111.62: icmp_seq=820 ttl=55 time=388 ms
64 bytes from 104.20.111.62: icmp_seq=821 ttl=55 time=660 ms
64 bytes from 104.20.111.62: icmp_seq=822 ttl=55 time=803 ms
64 bytes from 104.20.111.62: icmp_seq=823 ttl=55 time=768 ms
64 bytes from 104.20.111.62: icmp_seq=824 ttl=55 time=624 ms
64 bytes from 104.20.111.62: icmp_seq=825 ttl=55 time=593 ms
64 bytes from 104.20.111.62: icmp_seq=826 ttl=55 time=641 ms
64 bytes from 104.20.111.62: icmp_seq=827 ttl=55 time=604 ms
64 bytes from 104.20.111.62: icmp_seq=828 ttl=55 time=628 ms
64 bytes from 104.20.111.62: icmp_seq=829 ttl=55 time=590 ms
64 bytes from 104.20.111.62: icmp_seq=830 ttl=55 time=529 ms
64 bytes from 104.20.111.62: icmp_seq=833 ttl=55 time=542 ms
64 bytes from 104.20.111.62: icmp_seq=834 ttl=55 time=557 ms
64 bytes from 104.20.111.62: icmp_seq=835 ttl=55 time=530 ms
64 bytes from 104.20.111.62: icmp_seq=836 ttl=55 time=463 ms
64 bytes from 104.20.111.62: icmp_seq=837 ttl=55 time=738 ms
64 bytes from 104.20.111.62: icmp_seq=838 ttl=55 time=759 ms
64 bytes from 104.20.111.62: icmp_seq=839 ttl=55 time=617 ms
64 bytes from 104.20.111.62: icmp_seq=840 ttl=55 time=547 ms
64 bytes from 104.20.111.62: icmp_seq=841 ttl=55 time=591 ms
64 bytes from 104.20.111.62: icmp_seq=842 ttl=55 time=646 ms
64 bytes from 104.20.111.62: icmp_seq=843 ttl=55 time=619 ms
64 bytes from 104.20.111.62: icmp_seq=844 ttl=55 time=747 ms
64 bytes from 104.20.111.62: icmp_seq=845 ttl=55 time=686 ms
64 bytes from 104.20.111.62: icmp_seq=848 ttl=55 time=556 ms
64 bytes from 104.20.111.62: icmp_seq=849 ttl=55 time=704 ms
64 bytes from 104.20.111.62: icmp_seq=850 ttl=55 time=700 ms
64 bytes from 104.20.111.62: icmp_seq=851 ttl=55 time=659 ms
64 bytes from 104.20.111.62: icmp_seq=852 ttl=55 time=711 ms
64 bytes from 104.20.111.62: icmp_seq=853 ttl=55 time=666 ms
64 bytes from 104.20.111.62: icmp_seq=854 ttl=55 time=677 ms
64 bytes from 104.20.111.62: icmp_seq=855 ttl=55 time=696 ms
